Seed,Cycle,RawCPU,Tasks,GovMode,GovSaved,StaticSaved
103,49,77.99,2376,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
103,50,94.52,1762,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
103,51,75.66,5794,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
103,52,80.51,730,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
103,53,70.3,3209,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
103,54,49.72,1691,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
103,55,80.83,3185,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
103,56,59.57,5811,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
103,57,90.0,4894,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
103,58,50.03,4235,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
103,59,61.4,1983,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
103,60,54.64,3477,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
103,61,73.07,5389,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
103,62,46.73,5533,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
103,63,78.83,5917,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
103,64,95.03,6088,APPROXIMATED_DISCRETE_MILP,0.4896,0.2
103,65,70.81,1595,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
103,66,62.61,5670,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
103,67,84.66,7420,APPROXIMATED_DISCRETE_MILP,0.4896,0.2
103,68,46.49,7722,APPROXIMATED_DISCRETE_MILP,0.4896,0.2
103,69,65.35,6512,APPROXIMATED_DISCRETE_MILP,0.4896,0.2
103,70,53.63,4012,APPROXIMATED_DISCRETE_MILP,0.4896,0.2
103,71,88.71,6819,APPROXIMATED_DISCRETE_MILP,0.4896,0.2
103,72,91.07,2844,APPROXIMATED_DISCRETE_MILP,0.4896,0.2
103,73,76.65,6593,APPROXIMATED_DISCRETE_MILP,0.4896,0.2
103,74,73.63,3892,APPROXIMATED_DISCRETE_MILP,0.4896,0.2
103,75,58.36,4768,APPROXIMATED_DISCRETE_MILP,0.4896,0.2
103,76,46.79,7125,APPROXIMATED_DISCRETE_MILP,0.4896,0.2
103,77,76.48,3188,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
103,78,87.33,7015,APPROXIMATED_DISCRETE_MILP,0.4896,0.2
103,79,67.28,1615,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
103,80,69.3,4136,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
103,81,92.44,6080,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
103,82,74.97,5909,APPROXIMATED_DISCRETE_MILP,0.4896,0.2
103,83,91.2,5342,APPROXIMATED_DISCRETE_MILP,0.4896,0.2
103,84,45.49,4495,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
103,85,93.76,7307,APPROXIMATED_DISCRETE_MILP,0.4896,0.2
103,86,62.68,2481,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
103,87,76.8,6296,APPROXIMATED_DISCRETE_MILP,0.4896,0.2
103,88,80.9,7552,APPROXIMATED_DISCRETE_MILP,0.4896,0.2
103,89,51.22,6048,APPROXIMATED_DISCRETE_MILP,0.4896,0.2
103,90,45.62,5384,APPROXIMATED_DISCRETE_MILP,0.4896,0.2
103,91,86.45,5008,APPROXIMATED_DISCRETE_MILP,0.4896,0.2
103,92,73.77,5536,APPROXIMATED_DISCRETE_MILP,0.4896,0.2
103,93,47.78,1688,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
103,94,73.06,7545,APPROXIMATED_DISCRETE_MILP,0.4896,0.2
103,95,87.46,894,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
103,96,84.81,7096,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
103,97,74.79,6177,APPROXIMATED_DISCRETE_MILP,0.4896,0.2
103,98,58.04,4052,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
103,99,97.31,1240,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
103,100,87.09,6705,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
104,1,95.88,7642,APPROXIMATED_DISCRETE_MILP,0.34,0.2
104,2,55.49,6813,APPROXIMATED_DISCRETE_MILP,0.4896,0.2
104,3,57.06,3208,APPROXIMATED_DISCRETE_MILP,0.4896,0.2
104,4,45.36,1524,APPROXIMATED_DISCRETE_MILP,0.4896,0.2
104,5,87.76,636,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
104,6,93.36,1359,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
104,7,92.46,1467,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
104,8,49.05,6672,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
104,9,62.47,5787,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
104,10,48.23,2163,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
104,11,75.82,3704,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
104,12,97.22,5590,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
104,13,54.09,2950,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
104,14,66.71,4320,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
104,15,68.61,2497,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
104,16,58.69,1972,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
104,17,90.67,820,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
104,18,50.31,5396,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
104,19,86.64,1515,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
104,20,88.89,2566,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
104,21,74.76,3300,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
104,22,93.94,3366,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
104,23,78.03,4936,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
104,24,55.6,7387,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
104,25,50.02,6415,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
104,26,80.38,7099,APPROXIMATED_DISCRETE_MILP,0.4896,0.2
104,27,86.83,4410,APPROXIMATED_DISCRETE_MILP,0.4896,0.2
104,28,78.53,7985,APPROXIMATED_DISCRETE_MILP,0.4896,0.2
104,29,56.63,1717,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
104,30,54.5,4781,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
104,31,54.68,4907,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
104,32,65.06,1688,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
104,33,69.49,2237,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
104,34,78.12,1192,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
104,35,48.29,1088,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
104,36,45.52,7164,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
104,37,82.05,1510,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
104,38,48.83,5587,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
104,39,74.75,3923,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
104,40,78.42,4984,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
104,41,70.36,2040,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
104,42,83.14,3041,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
104,43,46.37,6752,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
104,44,81.77,7530,APPROXIMATED_DISCRETE_MILP,0.4896,0.2
104,45,91.72,6421,APPROXIMATED_DISCRETE_MILP,0.4896,0.2
104,46,89.5,4753,APPROXIMATED_DISCRETE_MILP,0.4896,0.2
104,47,78.47,6348,APPROXIMATED_DISCRETE_MILP,0.4896,0.2
104,48,83.89,5243,APPROXIMATED_DISCRETE_MILP,0.4896,0.2
104,49,86.6,2579,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
104,50,93.6,2130,APPROXIMATED_DISCRETE_MILP,0.476,0.2
104,51,86.32,7714,APPROXIMATED_DISCRETE_MILP,0.476,0.2
104,52,68.98,1264,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
104,53,55.21,2498,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
104,54,76.29,7160,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
104,55,92.16,5844,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
104,56,61.25,5127,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
104,57,87.35,1871,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
104,58,78.74,7412,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
104,59,79.71,3920,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
104,60,81.55,2230,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
104,61,97.97,3693,APPROXIMATED_DISCRETE_MILP,0.4896,0.2
104,62,62.55,1956,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
104,63,57.68,2024,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
104,64,56.19,2387,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
104,65,90.52,5343,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
104,66,87.34,1181,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
104,67,83.92,5623,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
104,68,47.9,4647,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
104,69,82.4,4666,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
104,70,73.13,2447,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
104,71,70.42,6309,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
104,72,70.86,1086,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
104,73,90.95,2879,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
104,74,74.82,3738,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
104,75,56.96,1084,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
104,76,95.21,4549,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
104,77,47.97,6892,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
104,78,56.49,3616,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
104,79,77.5,7993,APPROXIMATED_DISCRETE_MILP,0.4896,0.2
104,80,77.49,2758,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
104,81,48.82,4701,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
104,82,52.07,3414,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
104,83,47.12,5238,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
104,84,93.5,4261,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
104,85,96.99,1937,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
104,86,74.72,3998,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
104,87,91.98,2646,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
104,88,63.49,7725,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
104,89,69.04,6197,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
104,90,54.43,1868,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
104,91,70.84,1513,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
104,92,61.3,6107,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
104,93,48.23,3029,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
104,94,45.64,4087,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
104,95,62.7,2502,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
104,96,87.37,4508,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
104,97,50.75,2472,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
104,98,88.06,7236,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
104,99,90.56,2740,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
104,100,50.03,3146,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
105,1,91.54,3359,APPROXIMATED_DISCRETE_MILP,0.4012,0.2
105,2,75.78,1388,APPROXIMATED_DISCRETE_MILP,0.4624,0.2
105,3,95.43,3057,APPROXIMATED_DISCRETE_MILP,0.4284,0.2
105,4,72.77,5173,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
105,5,62.74,1841,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
105,6,90.04,1857,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
105,7,84.82,1708,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
105,8,50.3,3744,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
105,9,63.62,1884,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
105,10,89.88,5542,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
105,11,65.48,4271,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
105,12,71.33,7642,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
105,13,93.78,2361,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
105,14,82.47,1999,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
105,15,77.44,7993,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
105,16,88.29,4807,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
105,17,93.62,1001,APPROXIMATED_DISCRETE_MILP,0.4828,0.2
105,18,94.26,7252,APPROXIMATED_DISCRETE_MILP,0.4488,0.2
105,19,78.12,1453,APPROXIMATED_DISCRETE_MILP,0.4896,0.2
105,20,63.99,6444,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
105,21,85.56,7707,APPROXIMATED_DISCRETE_MILP,0.4896,0.2
105,22,54.84,7378,APPROXIMATED_DISCRETE_MILP,0.4896,0.2
105,23,96.72,6530,APPROXIMATED_DISCRETE_MILP,0.4896,0.2
105,24,94.42,4859,APPROXIMATED_DISCRETE_MILP,0.4896,0.2
105,25,91.6,5152,APPROXIMATED_DISCRETE_MILP,0.4692,0.2
105,26,85.3,5630,APPROXIMATED_DISCRETE_MILP,0.476,0.2
105,27,70.99,5577,APPROXIMATED_DISCRETE_MILP,0.4896,0.2
105,28,72.32,5333,APPROXIMATED_DISCRETE_MILP,0.4896,0.2
105,29,60.3,7742,APPROXIMATED_DISCRETE_MILP,0.4896,0.2
105,30,86.97,4785,APPROXIMATED_DISCRETE_MILP,0.4896,0.2
105,31,82.03,1517,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
105,32,75.07,3431,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
105,33,60.41,2651,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
105,34,74.97,1404,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
105,35,74.26,7481,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
105,36,86.49,7605,APPROXIMATED_DISCRETE_MILP,0.4896,0.2
105,37,63.9,7463,APPROXIMATED_DISCRETE_MILP,0.4896,0.2
105,38,75.84,618,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
105,39,74.04,2167,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
105,40,48.03,7611,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
105,41,54.84,6716,APPROXIMATED_DISCRETE_MILP,0.4896,0.2
105,42,83.35,4196,APPROXIMATED_DISCRETE_MILP,0.4896,0.2
105,43,86.26,4638,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
105,44,90.14,5883,APPROXIMATED_DISCRETE_MILP,0.4896,0.2
105,45,46.72,6204,APPROXIMATED_DISCRETE_MILP,0.4896,0.2
105,46,78.65,3413,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
105,47,75.28,3012,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
105,48,59.19,2481,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
105,49,79.5,3485,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
105,50,66.94,1178,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
105,51,90.76,1418,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
105,52,93.71,4531,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
105,53,87.23,4075,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
105,54,90.9,3284,APPROXIMATED_DISCRETE_MILP,0.4828,0.2
105,55,49.62,6736,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
105,56,47.31,7718,APPROXIMATED_DISCRETE_MILP,0.4896,0.2
105,57,56.58,6651,APPROXIMATED_DISCRETE_MILP,0.4896,0.2
105,58,51.38,3480,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
105,59,54.86,4746,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
105,60,56.19,5558,APPROXIMATED_DISCRETE_MILP,0.4896,0.2
105,61,88.96,2774,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
105,62,90.68,4492,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
105,63,89.21,7363,APPROXIMATED_DISCRETE_MILP,0.4896,0.2
105,64,72.99,7782,APPROXIMATED_DISCRETE_MILP,0.4896,0.2
105,65,69.96,577,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
105,66,76.84,6171,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
105,67,52.59,2221,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
105,68,75.62,902,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
105,69,79.36,4111,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
105,70,90.0,7513,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
105,71,62.04,2427,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
105,72,80.14,3363,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
105,73,63.46,621,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
105,74,55.08,5770,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
105,75,65.56,5790,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
105,76,87.9,2400,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
105,77,57.96,7976,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
105,78,49.54,2793,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
105,79,48.49,5908,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
105,80,88.73,788,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
105,81,97.51,766,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
105,82,74.81,3363,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
105,83,84.28,1249,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
105,84,81.16,3066,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
105,85,85.32,6039,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
105,86,68.45,4354,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
105,87,79.71,1913,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
105,88,70.18,711,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
105,89,78.42,1598,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
105,90,61.01,4186,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
105,91,83.59,2022,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
105,92,75.12,1078,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
105,93,82.24,3467,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
105,94,56.15,7699,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
105,95,76.78,776,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
105,96,83.27,1253,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
105,97,73.93,6529,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
105,98,85.32,7359,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
105,99,68.84,1129,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
105,100,86.6,955,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
106,1,82.67,7881,APPROXIMATED_DISCRETE_MILP,0.4896,0.2
106,2,70.4,5049,APPROXIMATED_DISCRETE_MILP,0.4896,0.2
106,3,94.93,7225,APPROXIMATED_DISCRETE_MILP,0.4896,0.2
106,4,70.23,7105,APPROXIMATED_DISCRETE_MILP,0.4896,0.2
106,5,58.74,1023,APPROXIMATED_DISCRETE_MILP,0.4896,0.2
106,6,54.95,4547,APPROXIMATED_DISCRETE_MILP,0.4896,0.2
106,7,64.29,4193,APPROXIMATED_DISCRETE_MILP,0.4896,0.2
106,8,84.24,2817,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
106,9,81.58,6615,APPROXIMATED_DISCRETE_MILP,0.4896,0.2
106,10,69.81,6337,APPROXIMATED_DISCRETE_MILP,0.4896,0.2
106,11,70.65,1625,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
106,12,54.61,3488,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
106,13,71.01,1110,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
106,14,60.26,3210,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
106,15,88.2,1964,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
106,16,52.42,1199,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
106,17,46.98,6541,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
106,18,62.01,6441,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
106,19,54.63,6605,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
106,20,64.79,6134,APPROXIMATED_DISCRETE_MILP,0.4896,0.2
106,21,74.31,5490,APPROXIMATED_DISCRETE_MILP,0.4896,0.2
106,22,58.34,4162,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
106,23,67.51,1757,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
106,24,92.24,4522,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
106,25,55.8,2504,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
106,26,55.03,5128,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
106,27,92.27,2249,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
106,28,97.17,3091,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
106,29,59.25,1580,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
106,30,76.31,7203,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
106,31,85.59,3427,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
106,32,74.14,4210,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
106,33,73.41,2247,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
106,34,79.59,2461,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
106,35,78.35,3512,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
106,36,65.65,5975,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
106,37,65.49,5891,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
106,38,82.83,1825,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
106,39,76.45,6490,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
106,40,63.37,4815,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
106,41,48.49,1270,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
106,42,85.7,6336,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
106,43,83.03,4554,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
106,44,72.4,2304,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
106,45,74.12,7245,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
106,46,45.65,7766,APPROXIMATED_DISCRETE_MILP,0.4896,0.2
106,47,89.07,6631,APPROXIMATED_DISCRETE_MILP,0.4896,0.2
106,48,67.16,3549,APPROXIMATED_DISCRETE_MILP,0.4896,0.2
106,49,56.96,2904,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
106,50,56.27,1536,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
106,51,78.83,1056,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
106,52,73.83,7787,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
106,53,61.28,7574,APPROXIMATED_DISCRETE_MILP,0.4896,0.2
106,54,92.53,7956,APPROXIMATED_DISCRETE_MILP,0.4896,0.2
106,55,50.4,3214,APPROXIMATED_DISCRETE_MILP,0.4896,0.2
106,56,88.1,520,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
106,57,67.75,4899,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
106,58,55.71,2974,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
106,59,59.49,840,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
106,60,60.41,514,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
106,61,70.83,2847,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
106,62,80.44,775,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
106,63,77.04,540,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
106,64,73.06,5900,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
106,65,80.4,4823,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
106,66,62.81,7670,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
106,67,89.94,3157,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
106,68,51.45,7096,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
106,69,46.79,2690,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
106,70,73.37,6754,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
106,71,94.2,1467,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
106,72,55.14,5224,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
106,73,94.5,3558,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
106,74,77.37,3899,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
106,75,85.8,3331,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
106,76,61.97,2136,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
106,77,86.62,4283,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
106,78,57.51,6724,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
106,79,61.74,3426,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
106,80,65.65,5530,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
106,81,45.41,3903,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
106,82,62.61,966,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
106,83,93.24,4674,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
106,84,60.36,7806,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
106,85,72.94,3837,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
106,86,58.53,6116,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
106,87,51.04,7585,APPROXIMATED_DISCRETE_MILP,0.4896,0.2
106,88,95.59,6753,APPROXIMATED_DISCRETE_MILP,0.4896,0.2
106,89,86.12,7361,APPROXIMATED_DISCRETE_MILP,0.4896,0.2
106,90,55.64,6474,APPROXIMATED_DISCRETE_MILP,0.4896,0.2
106,91,96.3,4824,APPROXIMATED_DISCRETE_MILP,0.4896,0.2
106,92,47.08,1817,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
106,93,64.36,1195,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
106,94,73.16,4250,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
106,95,68.56,5108,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
106,96,55.09,1697,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
106,97,68.84,726,HIGH_FIDELITY_CONTINUOUS,0.0,0.0
